Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Uncore VID [V]","SA VID [V]","Core 0 Clock (perf #1) [MHz]","Core 1 Clock (perf #1) [MHz]","Core 2 Clock (perf #1) [MHz]","Core 3 Clock (perf #1) [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","PCIe Clock [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","iGPU VID [V]","IA Voltage Offset [V]","GT (Slice) Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","System Agent Power [W]","Rest-of-Chip Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","PCH Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU GT Usage [%]","GPU Media Engine Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Package C7 Residency [%]","Package C8 Residency [%]","Core 0 T0 C0 Residency [%]","Core 0 T1 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 1 T1 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 2 T1 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 3 T1 C0 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Wear Level [%]","Framerate [FPS]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
10.2.2021,15:7:32.124,8621,13595,38.8,6221,5755,51.9,3.2,0.813,1.095,0.835,0.830,1.018,0.688,1696.3,3392.5,1796.0,1796.0,99.8,3292.7,99.8,481.0,460.5,1437.4,639.5,214.1,199.5,130.0,203.0,470.6,12.9,12.9,38.1,19.0,10.6,6.8,6.1,6.8,38.1,14.1,100.0,17.0,34.0,18.0,18.0,33.0,65,74,59,59,35,26,41,41,74,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,56,0.000,0.000,0.000,0.000,0.000,10.255,8.008,0.262,0.503,0.942,19.000,40.000,0.533,0.0,13.7,16.8,0.0,0.0,0.0,0.0,185,0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,42.4,19.2,8.3,7.3,5.9,7.6,57.0,4.4,81.5,84.3,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1542,37,99.0,No,No,2335,1520,0.0,0.2,0.2,0.000,0.002,57354,60557,11.832,13.352,34.7,0.0,60,9249,377,0.060,0.112,0,
10.2.2021,15:7:34.190,8620,13596,38.8,6221,5755,51.9,3.2,0.957,1.092,0.730,0.852,0.971,0.728,2494.5,3392.5,1297.1,1895.8,99.8,3093.2,99.8,482.0,512.3,1476.5,563.9,172.8,152.6,213.1,143.2,464.6,12.1,15.1,46.2,17.4,7.5,4.5,5.3,6.8,46.2,14.4,100.0,25.0,34.0,13.0,19.0,31.0,62,75,58,60,38,25,42,40,75,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,56,0.000,0.000,0.000,0.000,0.000,10.192,7.919,0.274,0.515,0.937,19.000,40.000,0.539,0.0,13.4,15.8,0.0,0.0,0.0,0.0,185,0,0.0,0.0,0.0,0.0,0.0,17.4,16.8,43.7,16.7,6.9,6.1,8.7,5.7,45.0,3.6,84.0,83.3,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1542,36,99.0,No,No,2335,1520,0.0,0.2,0.2,0.000,0.005,57354,60557,11.855,13.352,34.7,0.0,60,9249,377,0.000,0.000,0,
10.2.2021,15:7:36.253,8619,13597,38.7,6219,5757,51.9,3.2,1.080,1.040,0.970,0.950,0.971,0.688,3292.7,3093.2,2594.3,2494.5,99.8,3093.2,99.8,522.6,1285.3,1553.6,705.3,340.1,272.3,158.3,160.9,624.8,14.3,25.7,50.0,18.9,10.6,9.0,5.3,4.5,50.0,17.3,100.0,33.0,31.0,26.0,25.0,31.0,73,76,65,59,27,24,35,41,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,58,0.000,0.000,0.000,0.000,0.000,13.386,10.285,0.257,0.602,1.175,19.000,40.000,1.061,0.0,0.0,18.6,0.0,0.0,0.0,0.0,181,0,0.0,0.0,0.0,0.0,0.0,16.8,39.7,47.5,21.5,13.5,10.6,7.5,6.9,9.0,1.1,56.5,82.3,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,41,99.0,No,No,2336,1520,0.0,0.0,0.0,0.000,0.000,57354,60557,11.698,13.363,34.8,0.0,60,9249,377,0.000,0.000,0,
10.2.2021,15:7:38.313,8618,13598,38.7,6219,5757,51.9,3.2,0.952,0.977,0.907,0.872,0.926,0.728,2494.5,2694.1,2195.2,1995.6,99.8,2793.8,99.8,477.0,912.0,1380.7,749.8,295.8,164.5,179.2,132.7,536.5,15.9,27.2,38.6,22.7,9.0,6.8,6.0,3.7,38.6,16.2,100.0,25.0,27.0,22.0,20.0,28.0,71,64,65,58,29,36,35,42,71,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,57,0.000,0.000,0.000,0.000,0.000,12.143,9.104,0.275,0.600,1.136,19.000,40.000,1.021,0.0,22.5,17.2,0.0,0.0,0.0,0.0,181,0,0.0,0.0,0.0,0.0,0.0,16.1,28.8,41.9,22.4,11.6,6.8,7.6,5.8,31.1,1.1,70.6,83.4,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,42,99.0,No,No,2336,1520,0.0,0.9,0.9,0.000,0.081,57354,60557,11.795,13.363,34.8,0.0,60,9249,377,0.000,0.000,0,
10.2.2021,15:7:40.346,8632,13584,38.8,6222,5754,51.9,3.2,0.985,1.070,0.922,1.025,0.818,0.908,2694.1,3292.7,2294.9,2993.4,99.8,2095.4,99.8,586.6,654.6,1245.7,775.7,363.3,295.8,427.7,319.6,583.6,15.9,20.4,37.1,22.7,14.3,9.8,17.4,13.6,37.1,18.9,100.0,27.0,33.0,23.0,30.0,21.0,71,72,64,69,29,28,36,31,71,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,59,0.000,0.000,0.000,0.000,0.000,11.819,9.088,0.255,0.637,1.077,19.000,40.000,0.755,0.0,36.8,17.8,0.0,0.0,0.0,0.0,181,0,0.0,0.0,0.0,0.0,0.0,21.0,21.7,38.8,24.2,14.0,11.6,16.1,12.3,32.3,5.3,68.2,64.4,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,40,99.0,No,No,2336,1520,1.3,1.1,2.4,0.304,0.074,57355,60557,11.876,13.375,34.8,0.0,60,9249,377,10.101,7.490,0,
10.2.2021,15:7:42.410,8627,13589,38.8,6221,5755,51.9,3.2,0.940,1.135,0.767,0.950,1.041,0.908,2394.7,3592.1,1496.7,2494.5,99.8,3392.5,99.8,550.3,682.3,1305.5,580.4,270.7,145.9,249.1,197.2,497.7,13.8,19.2,42.3,16.9,9.2,5.3,8.4,7.6,42.3,15.3,100.0,24.0,36.0,15.0,25.0,34.0,65,71,61,60,35,29,39,40,71,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,58,0.000,0.000,0.000,0.000,0.000,10.657,8.331,0.251,0.585,0.950,19.000,40.000,0.534,0.0,24.8,15.6,0.0,0.0,0.0,0.0,181,0,0.0,0.0,0.0,0.0,0.0,19.3,21.5,39.8,17.7,10.8,5.9,9.6,7.5,43.4,2.2,77.4,75.0,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,38,99.0,No,No,2336,1520,0.0,1.1,1.1,0.061,0.027,57355,60557,11.899,13.375,34.8,0.0,60,9249,377,0.076,0.104,0,
10.2.2021,15:7:44.456,8629,13587,38.8,6220,5756,51.9,3.2,0.892,1.022,0.722,1.072,0.971,0.736,2095.4,2993.4,1297.1,3292.7,99.8,3093.2,99.8,624.5,461.8,1481.3,615.5,284.6,124.0,232.8,143.0,495.9,21.8,15.0,40.6,18.7,10.5,4.5,9.7,3.7,40.6,15.6,100.0,21.0,30.0,13.0,33.0,31.0,66,75,61,72,34,25,39,28,75,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,58,0.000,0.000,0.000,0.000,0.000,10.949,8.360,0.261,0.567,1.024,19.000,40.000,0.729,0.0,18.2,16.9,0.0,0.0,0.0,0.0,179,0,0.0,0.0,0.0,0.0,0.0,21.3,15.5,43.6,18.5,10.7,4.9,9.4,5.8,54.3,6.5,81.0,82.2,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,41,99.0,No,No,2336,1520,0.7,1.8,2.5,0.008,0.439,57355,60558,11.837,13.386,34.8,0.0,60,9249,377,0.029,0.044,0,
10.2.2021,15:7:46.508,8626,13590,38.8,6215,5761,51.8,3.2,1.080,0.982,0.722,0.722,0.971,0.688,3291.9,2693.4,1296.8,1296.8,99.8,3092.4,99.8,398.8,531.5,1575.4,396.2,332.0,286.3,191.9,186.7,487.3,15.2,20.6,51.1,9.9,9.1,9.1,3.0,5.3,51.1,15.4,100.0,33.0,27.0,13.0,13.0,31.0,79,60,66,57,21,40,34,43,79,79,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,57,0.000,0.000,0.000,0.000,0.000,10.631,8.188,0.263,0.562,0.988,19.000,40.000,0.623,0.0,13.6,16.8,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,14.8,17.7,46.8,12.2,11.6,10.3,7.8,7.6,54.5,0.5,69.6,79.6,1330.1,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,38,99.0,No,No,2336,1520,0.0,0.5,0.5,0.000,0.078,57355,60558,11.919,13.398,34.9,0.0,60,9249,377,0.185,0.155,0,
10.2.2021,15:7:48.555,8622,13594,38.8,6211,5765,51.8,3.2,0.957,1.057,0.960,1.072,0.971,0.688,2494.5,3193.0,2494.5,3292.7,99.8,3093.2,99.8,368.1,481.5,1305.4,687.3,348.9,228.2,151.5,273.3,480.5,9.2,18.4,39.2,19.2,10.0,7.6,4.6,8.4,39.2,14.6,100.0,25.0,32.0,25.0,33.0,31.0,63,65,59,72,37,35,41,28,75,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,58,0.000,0.000,0.000,0.000,0.000,10.619,8.117,0.311,0.521,0.995,19.000,40.000,0.666,0.0,7.4,16.5,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,38.3,20.6,12.5,8.2,6.1,9.9,61.5,10.7,68.1,81.7,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,41,99.0,No,No,2336,1520,0.0,1.0,1.0,0.000,0.193,57355,60558,11.874,13.410,34.9,0.0,60,9249,377,2.098,0.022,0,
10.2.2021,15:7:50.595,8622,13594,38.8,6213,5763,51.8,3.2,0.957,1.072,0.895,0.950,0.971,0.688,2494.5,3292.7,2095.4,2494.5,99.8,3093.2,99.8,580.5,336.4,1252.1,617.4,346.6,283.5,135.6,185.5,467.2,22.9,5.3,38.9,18.3,10.6,8.3,6.1,6.1,38.9,14.6,100.0,25.0,33.0,21.0,25.0,31.0,63,76,59,61,37,24,41,39,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,57,0.000,0.000,0.000,0.000,0.000,10.174,7.878,0.263,0.539,0.949,19.000,40.000,0.539,0.0,9.2,15.9,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,20.6,12.1,37.3,18.7,12.5,10.2,5.9,7.3,53.1,16.5,70.8,84.6,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,38,99.0,No,No,2336,1520,0.0,0.2,0.2,0.000,0.015,57355,60558,11.849,13.410,34.9,0.0,60,9249,377,0.038,0.061,0,
10.2.2021,15:7:52.642,8622,13594,38.8,6214,5762,51.8,3.2,1.050,0.720,1.077,0.952,0.971,0.688,3093.2,1297.1,3292.7,2494.5,99.8,3093.2,99.8,443.2,429.2,1328.0,832.3,374.0,250.9,177.2,51.7,485.8,16.0,13.7,38.1,23.6,14.5,9.1,6.1,3.0,38.1,15.5,100.0,31.0,13.0,33.0,25.0,31.0,67,58,75,57,33,42,25,43,75,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,60,0.000,0.000,0.000,0.000,0.000,10.665,8.254,0.253,0.550,0.979,19.000,40.000,0.623,0.0,11.9,16.8,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,16.8,13.7,39.0,24.6,13.0,9.1,7.6,2.7,60.7,3.4,71.9,87.5,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,41,99.0,No,No,2336,1520,0.2,0.7,0.9,0.024,0.058,57355,60559,11.844,13.421,34.9,0.0,60,9249,377,14.570,0.042,0,
10.2.2021,15:7:54.684,8622,13594,38.8,6214,5762,51.8,3.2,1.067,1.042,0.727,1.075,0.971,0.688,3193.0,3093.2,1297.1,3292.7,99.8,3093.2,99.8,460.8,425.9,1126.3,832.4,334.0,195.0,214.1,106.6,461.9,13.7,14.5,35.1,23.6,10.6,8.3,5.3,1.5,35.1,14.1,100.0,32.0,31.0,13.0,33.0,31.0,64,64,59,72,36,36,41,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,57,0.000,0.000,0.000,0.000,0.000,10.089,7.807,0.263,0.550,0.940,19.000,40.000,0.522,0.0,13.3,15.8,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,16.9,14.2,33.5,24.9,12.5,7.4,8.6,4.8,60.8,10.7,68.0,83.6,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,38,99.0,No,No,2336,1520,0.0,0.0,0.0,0.000,0.000,57355,60559,11.945,13.421,34.9,0.0,60,9249,377,0.064,0.048,0,
10.2.2021,15:7:56.729,8623,13593,38.8,6214,5762,51.8,3.2,0.957,1.070,0.717,0.950,0.971,0.688,2494.5,3292.7,1197.4,2494.5,99.8,3093.2,99.8,462.1,359.9,1552.6,634.9,197.8,225.3,181.1,167.0,472.6,14.5,7.6,49.6,15.2,7.6,5.3,5.3,5.3,49.6,13.8,100.0,25.0,33.0,12.0,25.0,31.0,62,77,58,63,38,23,42,37,77,77,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,57,0.000,0.000,0.000,0.000,0.000,10.363,8.047,0.274,0.566,0.945,19.000,40.000,0.525,0.0,14.4,16.8,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,45.6,18.6,7.6,8.8,7.6,6.7,58.9,3.3,78.9,82.4,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,37,99.0,No,No,2336,1520,0.0,0.0,0.0,0.000,0.000,57355,60559,11.853,13.433,34.9,0.0,60,9249,377,0.032,0.026,0,
10.2.2021,15:7:58.772,8623,13593,38.8,6214,5762,51.8,3.2,0.927,1.072,0.942,0.705,0.881,0.908,2294.9,3292.7,2394.7,1197.4,99.8,2494.5,99.8,553.2,484.1,1274.6,665.4,274.4,156.1,181.0,124.7,464.2,16.9,16.1,33.8,17.6,10.0,9.2,7.6,3.0,33.8,14.3,100.0,23.0,33.0,24.0,12.0,25.0,62,67,60,64,38,33,40,36,71,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,64,64,57,0.000,0.000,0.000,0.000,0.000,10.290,7.963,0.288,0.527,0.949,19.000,40.000,0.553,0.0,11.9,18.2,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,18.7,15.9,37.6,19.9,10.2,6.2,7.4,5.2,57.0,5.2,80.1,85.3,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,39,99.0,No,No,2336,1520,0.0,0.3,0.3,0.000,0.044,57355,60559,11.857,13.433,34.9,0.0,60,9249,377,0.103,0.060,0,
10.2.2021,15:8:0.836,8625,13591,38.8,6206,5770,51.8,3.2,0.722,1.022,1.027,0.885,0.926,0.908,1297.1,2993.4,2993.4,2095.4,99.8,2793.8,99.8,652.2,708.5,1494.3,753.6,583.5,405.1,402.2,272.7,659.0,25.1,26.7,45.8,21.3,22.1,11.4,19.8,13.7,45.8,23.2,100.0,13.0,30.0,30.0,21.0,28.0,72,73,77,65,28,27,23,35,77,77,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,63,0.797,0.000,0.000,0.000,0.000,12.773,10.080,0.296,0.550,1.065,19.000,40.000,0.773,399.1,12.3,20.4,0.0,0.0,0.0,0.0,173,0,0.0,0.0,0.0,0.0,0.0,23.8,24.4,46.6,24.0,22.2,15.4,18.0,12.3,36.8,2.9,50.5,59.0,1197.4,12.00,17,17,17,39,420,2,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,41,99.0,No,No,2336,1520,30.3,24.0,54.2,4.303,2.253,57363,60563,11.674,13.444,35.0,0.0,60,9249,377,0.536,0.304,0,
10.2.2021,15:8:3.727,8611,13605,38.7,6209,5767,51.8,3.2,0.957,1.135,0.730,0.950,1.041,0.688,2493.9,3591.2,1296.8,2493.9,99.8,3391.7,99.8,607.5,1229.8,1301.1,1411.5,1051.5,409.9,667.5,680.3,919.9,18.9,38.6,41.6,44.6,32.5,14.3,22.7,28.7,44.6,30.2,100.0,25.0,36.0,13.0,25.0,34.0,61,69,57,60,39,31,43,40,69,69,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,57,0.000,0.000,0.000,0.000,0.000,14.142,11.619,0.104,0.446,1.042,19.000,40.000,0.928,0.0,3.1,7.7,0.0,0.0,0.0,0.0,172,0,0.0,0.0,0.0,0.0,0.0,22.2,42.4,41.6,44.8,36.9,16.1,26.1,25.7,8.7,3.6,17.6,29.5,1064.1,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,42,99.0,No,No,2336,1520,10.7,48.0,58.7,1.248,4.240,57366,60571,11.813,13.444,35.0,0.0,60,9249,377,0.031,0.000,0,
10.2.2021,15:8:5.365,8676,13540,39.0,6278,5698,52.4,3.2,1.077,0.742,0.955,0.952,0.971,0.691,3292.7,1396.9,2494.5,2494.5,99.8,3093.2,99.8,650.0,733.4,1053.0,675.4,842.2,484.2,599.5,634.2,709.0,22.5,24.3,30.0,24.3,27.5,18.1,21.2,23.1,30.0,23.9,100.0,33.0,14.0,25.0,25.0,31.0,86,56,68,58,14,44,32,42,86,86,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,81,58,0.000,0.000,0.000,0.000,0.000,11.838,9.437,0.145,0.485,1.022,19.000,40.000,0.743,0.0,1.1,7.9,0.0,0.0,0.0,0.0,224,0,0.0,0.0,0.0,0.0,0.0,22.6,24.5,33.5,23.3,28.5,17.1,21.2,22.0,49.3,34.5,44.2,48.6,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,42,99.0,No,No,2336,1520,0.2,1.1,1.3,0.064,0.153,57366,60572,11.902,13.456,35.0,0.0,60,9249,377,0.000,0.000,0,
10.2.2021,15:8:7.406,8673,13543,39.0,6272,5704,52.3,3.2,0.957,1.072,1.050,1.042,0.971,0.688,2494.5,3292.7,3093.2,3093.2,99.8,3093.2,99.8,340.6,360.5,988.8,468.5,443.2,366.4,645.0,408.2,502.7,7.6,10.0,30.7,11.5,14.6,11.5,20.0,15.3,30.7,15.1,100.0,25.0,33.0,31.0,31.0,31.0,65,72,64,64,35,28,36,36,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,60,0.000,0.000,0.000,0.000,0.000,10.357,8.616,0.026,0.321,0.852,19.000,40.000,0.542,0.0,2.5,2.2,0.0,0.0,0.0,0.0,227,0,0.0,0.0,0.0,0.0,0.0,11.9,11.5,29.6,14.6,14.6,11.8,20.2,12.8,65.2,37.7,67.7,57.2,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,39,99.0,No,No,2336,1520,0.0,0.4,0.4,0.000,0.003,57366,60572,11.862,13.456,35.0,0.0,60,9249,377,0.378,0.313,0,
10.2.2021,15:8:9.454,8656,13560,38.9,6263,5713,52.2,3.2,0.957,0.950,1.080,1.075,0.971,0.688,2494.5,2494.5,3292.7,3292.7,99.8,3093.2,99.8,446.0,478.0,877.8,763.9,577.6,461.0,368.0,404.0,547.0,16.7,14.5,29.7,26.7,19.8,12.9,12.9,12.2,29.7,18.2,100.0,25.0,25.0,33.0,33.0,31.0,66,61,64,68,34,39,36,32,69,68,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,59,0.000,0.000,0.000,0.000,0.000,11.134,8.907,0.092,0.412,0.989,19.000,40.000,0.731,0.0,6.4,7.5,0.0,0.0,0.0,0.0,225,0,0.0,0.0,0.0,0.0,0.0,16.1,15.6,27.3,24.0,19.6,14.8,13.0,14.1,54.5,13.4,55.3,66.8,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1836,1543,42,99.0,No,No,2336,1520,0.0,2.1,2.1,0.000,0.039,57366,60572,11.906,13.467,35.0,0.0,60,9249,377,0.237,2.030,0,
