Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Uncore VID [V]","SA VID [V]","Core 0 Clock (perf #1) [MHz]","Core 1 Clock (perf #1) [MHz]","Core 2 Clock (perf #1) [MHz]","Core 3 Clock (perf #1) [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","PCIe Clock [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","iGPU VID [V]","IA Voltage Offset [V]","GT (Slice) Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","System Agent Power [W]","Rest-of-Chip Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","PCH Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU GT Usage [%]","GPU Media Engine Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Package C7 Residency [%]","Package C8 Residency [%]","Core 0 T0 C0 Residency [%]","Core 0 T1 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 1 T1 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 2 T1 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 3 T1 C0 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Wear Level [%]","Framerate [FPS]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
10.2.2021,14:16:52.312,12305,9911,55.3,8331,3645,69.5,7.4,0.717,0.712,0.720,0.712,0.673,0.741,1097.3,1097.3,1097.3,1097.3,99.8,997.6,99.8,572.4,487.3,360.1,206.7,198.1,167.2,168.9,204.8,295.7,42.4,40.1,22.7,21.9,15.9,15.9,18.1,20.4,42.4,24.7,100.0,11.0,11.0,11.0,11.0,10.0,48,44,44,42,52,56,56,58,48,48,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,45,0.838,0.000,0.000,0.000,0.000,6.027,2.289,1.457,0.510,1.252,19.000,40.000,0.480,498.8,59.5,91.0,0.0,0.0,0.0,0.0,441,0,1.9,0.1,0.0,0.1,0.2,48.3,41.8,29.1,17.4,17.1,14.3,14.5,17.3,33.5,57.3,69.8,69.3,1330.1,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,0.0,0.2,0.3,0.063,0.002,53566,46264,10.342,14.126,36.8,0.0,60,6618,289,0.741,0.427,0,
10.2.2021,14:16:54.374,12305,9911,55.3,8331,3645,69.5,7.4,0.720,0.712,0.717,0.715,0.673,0.701,1097.3,1097.3,1097.3,1097.3,99.8,997.6,99.8,599.2,529.1,221.1,197.2,223.7,198.2,269.8,196.2,304.3,43.1,40.9,14.3,14.3,10.6,12.8,17.4,17.4,43.1,21.4,100.0,11.0,11.0,11.0,11.0,10.0,47,45,46,42,53,55,54,58,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,44,0.838,0.000,0.000,0.000,0.000,6.117,2.334,1.400,0.513,1.272,19.000,40.000,0.561,498.8,73.1,91.3,0.0,0.0,0.0,0.0,441,0,2.5,0.1,0.1,0.2,0.2,48.3,42.4,19.1,17.2,19.1,16.8,22.8,16.8,33.9,68.4,68.7,65.9,1064.1,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,1.1,0.3,1.4,0.127,0.070,53567,46265,10.359,14.103,36.7,0.0,60,6618,289,0.497,0.485,0,
10.2.2021,14:16:56.424,12304,9912,55.3,8331,3645,69.5,7.4,0.727,0.882,0.805,0.712,0.713,0.701,1197.4,1995.6,1596.5,1097.6,99.8,1297.1,99.8,626.4,578.3,276.7,173.1,233.4,152.3,206.2,248.8,311.9,45.0,38.1,19.0,16.0,16.0,14.5,16.0,18.3,45.0,22.9,100.0,12.0,20.0,16.0,11.0,13.0,49,50,46,44,51,50,54,56,49,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,45,0.835,0.000,0.000,0.000,0.000,6.322,2.424,1.521,0.528,1.274,19.000,40.000,0.534,498.9,67.1,100.0,0.0,0.0,0.0,0.0,441,0,1.5,0.1,0.2,0.1,0.2,49.4,45.1,23.2,14.8,19.6,12.9,17.2,20.2,30.5,64.8,69.0,64.8,1330.4,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,1.7,0.2,1.9,0.065,0.027,53567,46265,10.382,14.091,36.7,0.0,60,6618,289,8.071,1.848,0,
10.2.2021,14:16:58.485,12333,9883,55.5,8359,3617,69.7,7.4,0.727,0.725,0.730,0.727,0.676,0.916,1197.4,1197.4,1197.4,1197.4,99.8,997.8,99.8,492.0,470.5,273.7,214.0,213.5,191.8,167.1,173.6,274.5,37.1,37.8,21.2,15.1,12.8,9.8,9.8,12.8,37.8,19.6,100.0,12.0,12.0,12.0,12.0,10.0,46,45,44,41,54,55,56,59,46,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,44,0.000,0.000,0.000,0.000,0.000,5.113,2.032,0.946,0.423,1.146,19.000,40.000,0.540,0.0,14.3,63.3,0.0,0.0,0.0,0.0,414,0,8.7,0.6,0.2,0.7,5.1,42.3,40.5,22.9,18.1,18.4,16.6,14.7,15.2,39.9,65.6,69.3,74.4,1330.4,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,31,99.0,No,No,2322,1519,4.3,0.1,4.4,2.447,0.015,53572,46265,10.372,14.079,36.6,0.0,59,6618,289,0.060,0.044,0,
10.2.2021,14:17:0.531,12418,9798,55.8,8436,3540,70.4,7.4,1.055,0.660,0.665,0.662,0.841,0.913,3093.2,598.7,598.7,598.7,99.8,2195.2,99.8,1466.2,976.9,266.9,178.0,129.0,133.0,110.0,96.5,419.6,53.4,45.0,15.2,7.6,7.6,7.6,6.1,6.8,53.4,18.7,100.0,31.0,6.0,6.0,6.0,22.0,63,45,53,43,37,55,47,57,63,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65,65,45,0.000,0.000,0.000,0.000,0.000,8.355,5.256,0.084,0.907,1.191,19.000,40.000,0.914,0.0,1.8,6.9,0.0,0.0,0.0,0.0,415,0,2.6,0.0,0.0,0.0,0.3,55.1,39.4,18.8,11.9,10.1,10.5,8.4,7.7,15.7,71.1,79.0,83.6,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,35,99.0,No,No,2322,1519,10.1,0.3,10.4,8.399,0.133,53588,46265,10.229,14.068,36.6,0.0,53,6618,289,0.755,0.218,0,
10.2.2021,14:17:2.595,12435,9781,55.9,8448,3528,70.5,7.4,0.717,0.712,0.720,0.725,0.673,0.701,1097.6,1097.6,1097.6,1197.4,99.8,997.8,99.8,1068.1,854.8,435.1,266.0,259.8,234.1,135.0,146.2,424.9,46.9,36.3,18.1,13.6,13.6,9.0,8.3,9.0,46.9,19.3,100.0,11.0,11.0,11.0,12.0,10.0,47,46,43,43,53,54,57,57,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,45,0.835,0.000,0.000,0.000,0.000,7.898,4.739,0.288,0.738,1.235,19.000,40.000,0.889,498.9,43.4,18.3,0.0,0.0,0.0,0.0,549,0,2.4,0.0,0.0,0.0,0.3,47.8,40.6,27.8,18.2,17.4,14.4,10.2,11.1,22.5,58.9,72.5,80.3,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,34,99.0,No,No,2322,1519,14.2,3.3,17.5,19.218,0.613,53626,46266,10.220,14.045,36.5,0.0,10,6618,289,0.549,0.276,0,
10.2.2021,14:17:4.661,12437,9779,55.9,8456,3520,70.6,7.4,0.717,0.712,0.720,0.715,0.673,0.703,1097.3,1097.3,1097.3,1097.3,99.8,997.6,99.8,618.5,546.4,209.7,153.0,180.7,190.5,166.5,163.5,278.6,43.1,39.3,14.3,7.5,13.6,9.8,4.5,6.8,43.1,17.4,100.0,11.0,11.0,11.0,11.0,10.0,47,44,44,41,53,56,56,59,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,49,44,0.000,0.000,0.000,0.000,0.000,5.236,2.181,0.904,0.413,1.211,19.000,40.000,0.501,0.0,32.3,58.3,0.0,0.0,0.0,0.0,549,0,6.3,0.8,1.2,0.3,2.4,50.0,43.9,17.3,13.1,15.1,15.9,14.0,13.7,29.6,69.8,69.9,71.5,1330.1,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1830,1537,33,99.0,No,No,2322,1519,0.2,0.5,0.8,0.063,0.052,53626,46266,10.417,14.033,36.5,0.0,60,6618,289,5.215,1.415,0,
10.2.2021,14:17:6.759,12437,9779,55.9,8458,3518,70.6,7.4,0.717,0.712,0.720,0.715,0.661,0.703,1097.6,1097.6,1097.6,1097.6,99.8,898.0,99.8,598.4,537.4,205.1,175.1,178.6,164.7,161.5,169.9,273.8,37.8,34.0,16.6,12.8,11.3,12.1,11.3,13.6,37.8,18.7,100.0,11.0,11.0,11.0,11.0,9.0,47,44,44,42,53,56,56,58,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,44,0.838,0.000,0.000,0.000,0.000,5.115,2.108,0.876,0.452,1.189,19.000,40.000,0.467,498.9,36.1,56.9,0.0,0.0,0.0,0.0,549,0,7.5,0.9,1.8,0.7,3.2,48.7,44.0,17.8,15.2,15.6,13.9,14.1,14.7,32.0,69.8,72.2,72.1,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1830,1537,31,99.0,No,No,2322,1519,0.0,0.5,0.5,0.000,0.015,53626,46266,10.446,14.010,36.4,0.0,60,6618,289,0.404,0.336,0,
10.2.2021,14:17:8.808,12432,9784,55.9,8457,3519,70.6,7.4,0.720,0.712,0.720,0.715,0.673,0.703,1097.3,1097.3,1097.3,1097.3,99.8,997.6,99.8,585.0,503.5,245.9,208.7,183.0,169.1,156.9,176.5,278.6,37.3,35.8,21.6,20.1,15.6,17.1,14.9,15.6,37.3,22.2,100.0,11.0,11.0,11.0,11.0,10.0,46,44,44,42,54,56,56,58,46,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,44,0.000,0.000,0.000,0.000,0.000,5.180,2.110,0.891,0.411,1.226,19.000,40.000,0.516,0.0,36.2,57.1,0.0,0.0,0.0,0.0,549,0,5.7,0.5,0.4,0.4,2.7,49.1,42.1,21.2,17.4,15.7,14.7,13.6,15.2,31.1,64.5,70.9,71.5,1330.1,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,1.9,0.4,2.3,0.089,0.014,53626,46266,10.433,13.999,36.4,0.0,60,6618,289,0.672,0.412,0,
10.2.2021,14:17:10.893,12449,9767,56.0,8460,3516,70.6,7.4,0.717,0.712,0.720,0.715,0.676,0.701,1097.3,1097.3,1097.3,1097.3,99.8,997.6,99.8,586.9,507.0,261.2,190.4,216.3,191.1,217.1,174.9,293.1,51.1,42.7,22.1,17.5,16.7,19.0,22.9,14.5,51.1,25.8,100.0,11.0,11.0,11.0,11.0,10.0,46,45,44,41,54,55,56,59,46,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,44,0.000,0.000,0.000,0.000,0.000,5.223,2.338,0.677,0.459,1.166,19.000,40.000,0.563,0.0,29.6,46.9,0.0,0.0,0.0,0.0,557,0,9.8,1.2,0.7,0.8,4.9,45.7,39.5,21.0,16.1,18.0,14.6,17.8,14.6,35.6,67.0,69.7,70.1,1064.1,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,0.5,2.3,2.8,0.182,0.139,53626,46267,10.388,13.987,36.4,0.0,50,6618,289,0.575,0.603,0,
10.2.2021,14:17:12.949,12449,9767,56.0,8469,3507,70.7,7.4,0.717,0.712,0.730,0.715,0.673,0.741,1097.6,1097.6,1197.4,1097.6,99.8,997.8,99.8,500.2,460.2,166.6,120.4,131.1,99.7,119.8,129.4,215.9,32.8,35.8,14.1,7.4,11.9,9.7,7.4,7.4,35.8,15.8,100.0,11.0,11.0,12.0,11.0,10.0,46,44,44,42,54,56,56,58,46,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,44,0.000,0.000,0.000,0.000,0.000,4.403,1.677,0.665,0.423,1.096,19.000,40.000,0.524,0.0,37.1,44.2,0.0,0.0,0.0,0.0,557,0,13.7,1.2,1.6,0.7,5.9,43.6,39.5,14.6,10.8,11.7,8.9,10.8,11.4,38.3,75.0,79.4,77.8,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,0.8,0.9,1.8,0.091,0.055,53627,46267,10.439,13.964,36.3,0.0,60,6618,289,0.536,0.392,0,
10.2.2021,14:17:15.016,12445,9771,56.0,8469,3507,70.7,7.4,0.720,0.712,0.720,0.715,0.676,0.741,1097.3,1097.3,1097.3,1097.3,99.8,997.6,99.8,572.5,467.5,244.3,157.4,144.8,100.3,101.7,138.3,240.8,33.5,28.2,15.2,9.1,7.6,5.3,4.5,9.9,33.5,14.2,100.0,11.0,11.0,11.0,11.0,10.0,45,44,43,42,55,56,57,58,45,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,44,0.000,0.000,0.000,0.000,0.000,4.803,2.044,0.641,0.419,1.145,19.000,40.000,0.535,0.0,30.6,46.0,0.0,0.0,0.0,0.0,558,0,9.2,1.0,0.3,0.7,4.4,43.9,35.5,21.2,13.3,12.1,8.7,8.9,11.6,36.8,67.6,79.5,79.6,1330.1,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,33,99.0,No,No,2322,1519,0.1,0.9,1.0,0.071,0.222,53627,46267,10.440,13.952,36.3,0.0,60,6618,289,7.073,1.301,0,
10.2.2021,14:17:17.083,12443,9773,56.0,8469,3507,70.7,7.4,0.720,0.712,0.720,0.715,0.663,0.703,1097.6,1097.6,1097.6,1097.6,99.8,898.0,99.8,496.7,420.8,237.1,147.5,135.4,84.6,123.5,152.7,224.8,41.6,28.0,18.9,13.6,13.6,8.3,13.6,15.9,41.6,19.2,100.0,11.0,11.0,11.0,11.0,9.0,46,45,43,42,54,55,57,58,46,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,44,0.000,0.000,0.000,0.000,0.000,4.494,1.779,0.713,0.371,1.080,19.000,40.000,0.530,0.0,26.8,46.5,0.0,0.0,0.0,0.0,559,0,11.4,1.4,1.6,0.7,5.9,42.7,35.8,20.3,12.6,11.5,7.3,10.9,13.4,40.0,68.5,81.0,75.9,1330.4,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,1.7,0.9,2.5,0.079,0.231,53627,46268,10.438,13.941,36.3,0.0,60,6618,289,0.492,0.250,0,
10.2.2021,14:17:19.147,12499,9717,56.2,8516,3460,71.1,7.4,0.720,0.712,0.720,0.715,0.661,0.703,1097.3,1097.3,1097.3,1097.3,99.8,897.8,99.8,589.9,480.2,348.9,277.7,222.7,222.6,207.3,204.5,319.2,30.8,29.3,25.5,20.3,12.7,15.0,10.5,12.0,30.8,19.5,100.0,11.0,11.0,11.0,11.0,9.0,45,43,44,42,55,57,56,58,45,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,44,0.838,0.000,0.000,0.000,0.000,5.649,2.574,0.825,0.435,1.202,19.000,40.000,0.588,498.8,50.4,57.2,0.0,0.0,0.0,0.0,596,0,4.2,0.4,0.5,0.2,1.4,45.7,36.4,26.8,20.6,16.8,15.5,16.4,16.6,34.6,57.4,69.2,68.7,1064.1,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,33,99.0,No,No,2322,1519,0.3,1.2,1.4,0.189,0.200,53627,46268,10.441,13.929,36.2,0.0,56,6618,289,0.229,0.368,0,
10.2.2021,14:17:21.200,12497,9719,56.2,8514,3462,71.0,7.4,0.717,0.712,0.720,0.715,0.661,0.741,1097.6,1097.6,1097.6,1097.6,99.8,898.0,99.8,544.2,477.2,241.5,217.7,180.9,151.4,170.3,162.8,268.2,35.8,30.5,16.7,15.2,9.1,8.3,7.6,9.1,35.8,16.5,100.0,11.0,11.0,11.0,11.0,9.0,45,44,43,42,55,56,57,58,45,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,44,0.838,0.000,0.000,0.000,0.000,5.374,2.095,1.021,0.450,1.225,19.000,40.000,0.551,498.9,45.0,69.8,0.0,0.0,0.0,0.0,596,0,4.7,0.5,0.3,0.4,1.2,45.1,39.3,20.9,18.0,15.7,13.1,14.7,14.2,36.5,64.1,72.2,71.3,1330.4,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,33,99.0,No,No,2322,1519,0.4,1.2,1.7,0.073,0.105,53627,46268,10.436,13.918,36.2,0.0,60,6618,289,0.701,0.624,0,
10.2.2021,14:17:23.259,12498,9718,56.2,8518,3458,71.1,7.4,0.717,0.712,0.720,0.715,0.661,0.741,1097.3,1097.3,1097.3,1097.3,99.8,897.8,99.8,561.0,487.1,256.0,186.8,252.5,140.5,165.2,151.2,275.0,38.6,32.5,15.9,16.6,21.2,11.3,11.3,9.8,38.6,19.7,100.0,11.0,11.0,11.0,11.0,9.0,47,45,45,42,53,55,55,58,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,43,0.000,0.000,0.000,0.000,0.000,5.331,2.092,1.044,0.428,1.195,19.000,40.000,0.540,0.0,45.6,68.9,0.0,0.0,0.0,0.0,596,0,5.2,0.5,0.2,0.5,2.4,47.6,40.9,21.4,15.6,20.8,11.7,14.1,13.1,33.5,64.0,68.8,72.5,1330.1,13.33,19,19,19,43,467,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,33,99.0,No,No,2322,1519,0.4,0.7,1.1,0.065,0.027,53628,46268,10.441,13.895,36.1,0.0,60,6618,289,0.112,0.031,0,
10.2.2021,14:17:25.320,12493,9723,56.2,8515,3461,71.1,7.4,0.740,0.735,0.742,0.737,0.686,0.916,1297.1,1297.1,1297.1,1297.1,99.8,1097.6,99.8,522.8,442.2,345.6,238.4,258.7,197.5,175.4,190.1,296.3,37.5,30.0,24.8,18.7,16.5,14.2,10.5,12.0,37.5,20.5,100.0,13.0,13.0,13.0,13.0,11.0,47,44,44,42,53,56,56,58,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,45,0.000,0.000,0.000,0.000,0.000,5.434,2.269,0.971,0.472,1.193,19.000,40.000,0.503,0.0,50.2,67.4,0.0,0.0,0.0,0.0,596,0,5.2,0.6,0.4,0.6,2.9,43.5,36.9,28.9,20.3,22.0,17.1,15.1,16.5,38.4,56.8,64.6,70.2,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,0.3,0.5,0.9,0.011,0.011,53628,46268,10.447,13.883,36.1,0.0,60,6618,289,0.471,0.311,0,
10.2.2021,14:17:27.371,12493,9722,56.2,8518,3458,71.1,7.4,0.707,0.712,0.722,0.715,0.651,0.701,997.8,1097.6,1097.6,1097.6,99.8,798.2,99.8,516.7,448.1,271.2,196.2,154.7,137.0,175.9,152.1,256.5,31.2,28.2,23.6,13.7,12.9,9.1,9.9,12.2,31.2,17.6,100.0,10.0,11.0,11.0,11.0,8.0,45,43,42,41,55,57,58,59,45,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,43,0.000,0.000,0.000,0.000,0.000,4.954,1.967,0.839,0.433,1.172,19.000,40.000,0.517,0.0,31.5,54.9,0.0,0.0,0.0,0.0,582,0,6.9,0.4,0.3,1.2,1.9,44.7,38.7,23.5,16.6,13.5,11.9,15.2,13.4,35.4,63.5,75.3,71.9,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,35,100.0,No,No,1830,1537,31,99.0,No,No,2322,1519,1.0,0.2,1.2,0.079,0.009,53628,46268,10.431,13.872,36.1,0.0,60,6618,289,0.203,0.217,0,
10.2.2021,14:17:29.419,12485,9731,56.1,8517,3459,71.1,7.4,0.782,0.822,0.827,0.822,0.713,0.741,1496.7,1696.3,1696.3,1696.3,99.8,1297.1,99.8,613.8,548.2,252.7,223.6,210.6,150.2,174.4,170.4,293.0,44.2,40.4,17.5,16.7,14.5,10.6,11.4,17.5,44.2,21.6,100.0,15.0,17.0,17.0,17.0,13.0,47,44,43,42,53,56,57,58,47,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,44,0.000,0.000,0.000,0.000,0.000,5.398,2.371,0.694,0.551,1.195,19.000,40.000,0.568,0.0,36.0,47.2,0.0,0.0,0.0,0.0,477,0,7.1,0.5,0.1,0.6,3.1,47.3,41.4,21.1,17.6,17.4,12.7,14.8,14.0,31.4,65.3,71.0,72.2,1064.3,10.67,15,15,15,35,374,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,39,100.0,No,No,1830,1537,32,99.0,No,No,2322,1519,0.8,0.7,1.5,0.520,0.038,53629,46268,10.423,13.860,36.1,0.0,60,6618,289,0.522,0.277,0,
